,Name,Age,Height,Weight,Team,Sex,NOC,Games,Year,Season,City,Sport,Event,Medal
76903,Juraj Mincík,,,,Slovakia,,,,2000,,,Canoeing,,Bronze
76904,Manuela Mucke,,,,Germany,,,,2000,,,Canoeing,,Gold
76905,Henrik Nilsson,,,,Sweden,,,,2000,,,Canoeing,,Silver
76906,Ferenc Novák,,,,Hungary,,,,2000,,,Canoeing,,Gold
76907,Maksim Opalev,,,,Russia,,,,2000,,,Canoeing,,Silver
76908,Markus Oscarsson,,,,Sweden,,,,2000,,,Canoeing,,Silver
76909,Aneta Pastuszka-Konieczna,,,,Poland,,,,2000,,,Canoeing,,Bronze
76910,Leobaldo Pereira,,,,Cuba,,,,2000,,,Canoeing,,Silver
76911,Imre Pulai,,,,Hungary,,,,2000,,,Canoeing,,Gold
76912,Elena Radu,,,,Romania,,,,2000,,,Canoeing,,Bronze
76913,Paul Ratcliffe,,,,Great Britain,,,,2000,,,Canoeing,,Silver
76914,Ronald Rauhe,,,,Germany,,,,2000,,,Canoeing,,Bronze
76915,Ibrahim Rojas,,,,Cuba,,,,2000,,,Canoeing,,Silver
76916,Antonio Rossi,,,,Italy,,,,2000,,,Canoeing,,Gold
76917,Jan Schäfer,,,,Germany,,,,2000,,,Canoeing,,Silver
76918,Thomas Schmidt,,,,Germany,,,,2000,,,Canoeing,,Gold
76919,Anett Schuck,,,,Germany,,,,2000,,,Canoeing,,Gold
76920,Adam Seroczynski,,,,Poland,,,,2000,,,Canoeing,,Bronze
76921,Beata Sokolowska-Kulesza,,,,Poland,,,,2000,,,Canoeing,,Bronze
76922,Michal Staniszewski,,,,Poland,,,,2000,,,Canoeing,,Silver
76923,Sanda Toma,,,,Romania,,,,2000,,,Canoeing,,Bronze
76924,Andrew Trim,,,,Australia,,,,2000,,,Canoeing,,Silver
76925,Stefan Ulm,,,,Germany,,,,2000,,,Canoeing,,Silver
76926,Stefan Uteß,,,,Germany,,,,2000,,,Canoeing,,Bronze
76927,Krisztián Veréb,,,,Hungary,,,,2000,,,Canoeing,,Bronze
76928,Ákos Vereckei,,,,Hungary,,,,2000,,,Canoeing,,Gold
76929,Erzsébet Viski,,,,Hungary,,,,2000,,,Canoeing,,Silver
76930,Tim Wieskötter,,,,Germany,,,,2000,,,Canoeing,,Bronze
76931,Marek Witkowski,,,,Poland,,,,2000,,,Canoeing,,Bronze
76932,Mark Zabel,,,,Germany,,,,2000,,,Canoeing,,Silver
76933,Brett Anderson,,,,United States,,,,2008,,,Baseball,,Bronze
76934,Jake Arrieta,,,,United States,,,,2008,,,Baseball,,Bronze
76935,Brian Barden,,,,United States,,,,2008,,,Baseball,,Bronze
76936,Alexei Bell,,,,Cuba,,,,2008,,,Baseball,,Silver
76937,Bong Jung-Keun,,,,South Korea,,,,2008,,,Baseball,,Gold
76938,Matt Brown,,,,United States,,,,2008,,,Baseball,,Bronze
76939,Trevor Cahill,,,,United States,,,,2008,,,Baseball,,Bronze
76940,Frederich Cepeda,,,,Cuba,,,,2008,,,Baseball,,Silver
76941,Jeremy Cummings,,,,United States,,,,2008,,,Baseball,,Bronze
76942,Alfredo Despaigne,,,,Cuba,,,,2008,,,Baseball,,Silver
76943,Jason Donald,,,,United States,,,,2008,,,Baseball,,Bronze
76944,Brian Duensing,,,,United States,,,,2008,,,Baseball,,Bronze
76945,Giorvis Duvergel,,,,Cuba,,,,2008,,,Baseball,,Silver
76946,Michel Enríquez,,,,Cuba,,,,2008,,,Baseball,,Silver
76947,Dexter Fowler,,,,United States,,,,2008,,,Baseball,,Bronze
76948,John Gall,,,,United States,,,,2008,,,Baseball,,Bronze
76949,Gang Min-Ho,,,,South Korea,,,,2008,,,Baseball,,Gold
76950,Go Yeong-Min,,,,South Korea,,,,2008,,,Baseball,,Gold
76951,Norberto González,,,,Cuba,,,,2008,,,Baseball,,Silver
76952,Yulieski Gourriel,,,,Cuba,,,,2008,,,Baseball,,Silver
76953,Gwon Hyeok,,,,South Korea,,,,2008,,,Baseball,,Gold
76954,Han Gi-Ju,,,,South Korea,,,,2008,,,Baseball,,Gold
76955,Mike Hessman,,,,United States,,,,2008,,,Baseball,,Bronze
76956,Jang Won-Sam,,,,South Korea,,,,2008,,,Baseball,,Gold
76957,Jeong Dae-Hyeon,,,,South Korea,,,,2008,,,Baseball,,Gold
76958,Jeong Geun-U,,,,South Korea,,,,2008,,,Baseball,,Gold
76959,Kevin Jepsen,,,,United States,,,,2008,,,Baseball,,Bronze
76960,Jin Gab-Yong,,,,South Korea,,,,2008,,,Baseball,,Gold
76961,Kim Dong-Ju,,,,South Korea,,,,2008,,,Baseball,,Gold
76962,Kim Gwang-Hyeon,,,,South Korea,,,,2008,,,Baseball,,Gold
76963,Kim Hyeon-Su,,,,South Korea,,,,2008,,,Baseball,,Gold
76964,Kim Min-Jae,,,,South Korea,,,,2008,,,Baseball,,Gold
76965,Brandon Knight,,,,United States,,,,2008,,,Baseball,,Bronze
76966,Mike Koplove,,,,United States,,,,2008,,,Baseball,,Bronze
76967,Miguel La Hera,,,,Cuba,,,,2008,,,Baseball,,Silver
76968,Matt LaPorta,,,,United States,,,,2008,,,Baseball,,Bronze
76969,Pedro Luis Lazo,,,,Cuba,,,,2008,,,Baseball,,Silver
76970,Lee Dae-Ho,,,,South Korea,,,,2008,,,Baseball,,Gold
76971,Lee Jin-Yeong,,,,South Korea,,,,2008,,,Baseball,,Gold
76972,Lee Jong-Uk,,,,South Korea,,,,2008,,,Baseball,,Gold
76973,Lee Seung-Yeop,,,,South Korea,,,,2008,,,Baseball,,Gold
76974,Lee Taek-Geun,,,,South Korea,,,,2008,,,Baseball,,Gold
76975,Lee Yong-Gyu,,,,South Korea,,,,2008,,,Baseball,,Gold
76976,Lou Marson,,,,United States,,,,2008,,,Baseball,,Bronze
76977,Jonder Martínez,,,,Cuba,,,,2008,,,Baseball,,Silver
76978,Alexander Mayeta,,,,Cuba,,,,2008,,,Baseball,,Silver
76979,Rolando Meriño,,,,Cuba,,,,2008,,,Baseball,,Silver
76980,Luis Miguel Navas,,,,Cuba,,,,2008,,,Baseball,,Silver
76981,Blaine Neal,,,,United States,,,,2008,,,Baseball,,Bronze
76982,Jayson Nix,,,,United States,,,,2008,,,Baseball,,Bronze
76983,O Seung-Hwan,,,,South Korea,,,,2008,,,Baseball,,Gold
76984,Vicyohandri Odelín,,,,Cuba,,,,2008,,,Baseball,,Silver
76985,Héctor Olivera Jr.,,,,Cuba,,,,2008,,,Baseball,,Silver
76986,Adiel Palma,,,,Cuba,,,,2008,,,Baseball,,Silver
76987,Eduardo Paret,,,,Cuba,,,,2008,,,Baseball,,Silver
76988,Park Jin-Man,,,,South Korea,,,,2008,,,Baseball,,Gold
76989,Yadier Pedroso,,,,Cuba,,,,2008,,,Baseball,,Silver
76990,Ariel Pestano,,,,Cuba,,,,2008,,,Baseball,,Silver
76991,Luis Miguel Rodríguez,,,,Cuba,,,,2008,,,Baseball,,Silver
76992,Ryu Hyeon-Jin,,,,South Korea,,,,2008,,,Baseball,,Gold
76993,Elier Sánchez,,,,Cuba,,,,2008,,,Baseball,,Silver
76994,Eriel Sánchez,,,,Cuba,,,,2008,,,Baseball,,Silver
76995,Nate Schierholtz,,,,United States,,,,2008,,,Baseball,,Bronze
76996,Song Seung-Jun,,,,South Korea,,,,2008,,,Baseball,,Gold
76997,Jeff Stevens,,,,United States,,,,2008,,,Baseball,,Bronze
76998,Stephen Strasburg,,,,United States,,,,2008,,,Baseball,,Bronze
76999,Taylor Teagarden,,,,United States,,,,2008,,,Baseball,,Bronze
77000,Terry Tiffee,,,,United States,,,,2008,,,Baseball,,Bronze
77001,Yoandri Urgellés,,,,Cuba,,,,2008,,,Baseball,,Silver
77002,Norge Luis Vera,,,,Cuba,,,,2008,,,Baseball,,Silver
77003,Casey Weathers,,,,United States,,,,2008,,,Baseball,,Bronze
77004,Yoon Suk-Min,,,,South Korea,,,,2008,,,Baseball,,Gold
77005,Ryoji Aikawa,,,,Japan,,,,2004,,,Baseball,,Bronze
77006,Craig Anderson,,,,Australia,,,,2004,,,Baseball,,Silver
77007,Yuya Ando,,,,Japan,,,,2004,,,Baseball,,Bronze
77008,Danny Betancourt,,,,Cuba,,,,2004,,,Baseball,,Gold
77009,Luis Borroto,,,,Cuba,,,,2004,,,Baseball,,Gold
77010,Tom Brice,,,,Australia,,,,2004,,,Baseball,,Silver
77011,Adrian Burnside,,,,Australia,,,,2004,,,Baseball,,Silver
77012,Frederich Cepeda,,,,Cuba,,,,2004,,,Baseball,,Gold
77013,Yorelvis Charles,,,,Cuba,,,,2004,,,Baseball,,Gold
77014,Michel Enríquez,,,,Cuba,,,,2004,,,Baseball,,Gold
77015,Gavin Fingleson,,,,Australia,,,,2004,,,Baseball,,Silver
77016,Atsushi Fujimoto,,,,Japan,,,,2004,,,Baseball,,Bronze
77017,Kosuke Fukudome,,,,Japan,,,,2004,,,Baseball,,Bronze
77018,Norberto González,,,,Cuba,,,,2004,,,Baseball,,Gold
77019,Paul Gonzalez,,,,Australia,,,,2004,,,Baseball,,Silver
77020,Yulieski Gourriel,,,,Cuba,,,,2004,,,Baseball,,Gold
77021,Hirotoshi Ishii,,,,Japan,,,,2004,,,Baseball,,Bronze
77022,Hisashi Iwakuma,,,,Japan,,,,2004,,,Baseball,,Bronze
77023,Hitoki Iwase,,,,Japan,,,,2004,,,Baseball,,Bronze
77024,Kenji Johjima,,,,Japan,,,,2004,,,Baseball,,Bronze
77025,Makoto Kaneko,,,,Japan,,,,2004,,,Baseball,,Bronze
77026,Nick Kimpton,,,,Australia,,,,2004,,,Baseball,,Silver
77027,Takuya Kimura,,,,Japan,,,,2004,,,Baseball,,Bronze
77028,Brendan Kingman,,,,Australia,,,,2004,,,Baseball,,Silver
77029,Masahide Kobayashi,,,,Japan,,,,2004,,,Baseball,,Bronze
77030,Hiroki Kuroda,,,,Japan,,,,2004,,,Baseball,,Bronze
77031,Pedro Luis Lazo,,,,Cuba,,,,2004,,,Baseball,,Gold
77032,Craig Lewis,,,,Australia,,,,2004,,,Baseball,,Silver
77033,Graeme Lloyd,,,,Australia,,,,2004,,,Baseball,,Silver
77034,Roger Machado,,,,Cuba,,,,2004,,,Baseball,,Gold
77035,Jonder Martínez,,,,Cuba,,,,2004,,,Baseball,,Gold
77036,Daisuke Matsuzaka,,,,Japan,,,,2004,,,Baseball,,Bronze
77037,Danny Miranda,,,,Cuba,,,,2004,,,Baseball,,Gold
77038,Daisuke Miura,,,,Japan,,,,2004,,,Baseball,,Bronze
77039,Shinya Miyamoto,,,,Japan,,,,2004,,,Baseball,,Bronze
77040,Frank Montieth,,,,Cuba,,,,2004,,,Baseball,,Gold
77041,Arihito Muramatsu,,,,Japan,,,,2004,,,Baseball,,Bronze
77042,Norihiro Nakamura,,,,Japan,,,,2004,,,Baseball,,Bronze
77043,Dave Nilsson,,,,Australia,,,,2004,,,Baseball,,Silver
77044,Vicyohandri Odelín,,,,Cuba,,,,2004,,,Baseball,,Gold
77045,Trent Oeltjen,,,,Australia,,,,2004,,,Baseball,,Silver
77046,Michihiro Ogasawara,,,,Japan,,,,2004,,,Baseball,,Bronze
77047,Wayne Ough,,,,Australia,,,,2004,,,Baseball,,Silver
77048,Chris Oxspring,,,,Australia,,,,2004,,,Baseball,,Silver
77049,Adiel Palma,,,,Cuba,,,,2004,,,Baseball,,Gold
77050,Eduardo Paret,,,,Cuba,,,,2004,,,Baseball,,Gold
77051,Ariel Pestano,,,,Cuba,,,,2004,,,Baseball,,Gold
77052,Alexei Ramírez,,,,Cuba,,,,2004,,,Baseball,,Gold
77053,Brett Roneberg,,,,Australia,,,,2004,,,Baseball,,Silver
77054,Ryan Rowland Smith,,,,Australia,,,,2004,,,Baseball,,Silver
77055,Eriel Sánchez,,,,Cuba,,,,2004,,,Baseball,,Gold
77056,Antonio Scull,,,,Cuba,,,,2004,,,Baseball,,Gold
77057,Naoyuki Shimizu,,,,Japan,,,,2004,,,Baseball,,Bronze
77058,John Stephens,,,,Australia,,,,2004,,,Baseball,,Silver
77059,Phil Stockman,,,,Australia,,,,2004,,,Baseball,,Silver
77060,Carlos Tabares,,,,Cuba,,,,2004,,,Baseball,,Gold
77061,Yoshinobu Takahashi,,,,Japan,,,,2004,,,Baseball,,Bronze
77062,Brett Tamburrino,,,,Australia,,,,2004,,,Baseball,,Silver
77063,Yoshitomo Tani,,,,Japan,,,,2004,,,Baseball,,Bronze
77064,Richard Thompson,,,,Australia,,,,2004,,,Baseball,,Silver
77065,Koji Uehara,,,,Japan,,,,2004,,,Baseball,,Bronze
77066,Yoandri Urgellés,,,,Cuba,,,,2004,,,Baseball,,Gold
77067,Osmani Urrutia,,,,Cuba,,,,2004,,,Baseball,,Gold
77068,Andrew Utting,,,,Australia,,,,2004,,,Baseball,,Silver
77069,Rodney Van Buizen,,,,Australia,,,,2004,,,Baseball,,Silver
77070,Manuel Vega,,,,Cuba,,,,2004,,,Baseball,,Gold
77071,Norge Luis Vera,,,,Cuba,,,,2004,,,Baseball,,Gold
77072,Kazuhiro Wada,,,,Japan,,,,2004,,,Baseball,,Bronze
77073,Tsuyoshi Wada,,,,Japan,,,,2004,,,Baseball,,Bronze
77074,Ben Wigmore,,,,Australia,,,,2004,,,Baseball,,Silver
77075,Glenn Williams,,,,Australia,,,,2004,,,Baseball,,Silver
77076,Jeff Williams,,,,Australia,,,,2004,,,Baseball,,Silver
77077,Brent Abernathy,,,,United States,,,,2000,,,Baseball,,Gold
77078,Kurt Ainsworth,,,,United States,,,,2000,,,Baseball,,Gold
77079,Omar Ajete,,,,Cuba,,,,2000,,,Baseball,,Silver
77080,Yosvany Aragón,,,,Cuba,,,,2000,,,Baseball,,Silver
77081,Pat Borders,,,,United States,,,,2000,,,Baseball,,Gold
77082,Sean Burroughs,,,,United States,,,,2000,,,Baseball,,Gold
77083,Miguel Caldés,,,,Cuba,,,,2000,,,Baseball,,Silver
77084,Danel Castro,,,,Cuba,,,,2000,,,Baseball,,Silver
77085,José Contreras,,,,Cuba,,,,2000,,,Baseball,,Silver
77086,John Cotton,,,,United States,,,,2000,,,Baseball,,Gold
77087,Travis Dawkins,,,,United States,,,,2000,,,Baseball,,Gold
77088,Yobal Dueñas,,,,Cuba,,,,2000,,,Baseball,,Silver
77089,Adam Everett,,,,United States,,,,2000,,,Baseball,,Gold
77090,Ryan Franklin,,,,United States,,,,2000,,,Baseball,,Gold
77091,Chris George,,,,United States,,,,2000,,,Baseball,,Gold
77092,Yasser Gómez,,,,Cuba,,,,2000,,,Baseball,,Silver
77093,Gu Dae-Seong,,,,South Korea,,,,2000,,,Baseball,,Bronze
77094,Shane Heams,,,,United States,,,,2000,,,Baseball,,Gold
77095,Hong Seong-Heun,,,,South Korea,,,,2000,,,Baseball,,Bronze
77096,José Ibar,,,,Cuba,,,,2000,,,Baseball,,Silver
77097,Im Chang-Yong,,,,South Korea,,,,2000,,,Baseball,,Bronze
77098,Im Seon-Dong,,,,South Korea,,,,2000,,,Baseball,,Bronze
77099,Jang Seong-Ho,,,,South Korea,,,,2000,,,Baseball,,Bronze
77100,Marcus Jensen,,,,United States,,,,2000,,,Baseball,,Gold
77101,Jeong Dae-Hyeon,,,,South Korea,,,,2000,,,Baseball,,Bronze
77102,Jeong Min-Tae,,,,South Korea,,,,2000,,,Baseball,,Bronze
77103,Jeong Su-Geun,,,,South Korea,,,,2000,,,Baseball,,Bronze
77104,Jin Pil-Jung,,,,South Korea,,,,2000,,,Baseball,,Bronze
77105,Kim Dong-Ju,,,,South Korea,,,,2000,,,Baseball,,Bronze
77106,Kim Gi-Tae,,,,South Korea,,,,2000,,,Baseball,,Bronze
77107,Kim Han-Su,,,,South Korea,,,,2000,,,Baseball,,Bronze
77108,Kim Su-Gyeong,,,,South Korea,,,,2000,,,Baseball,,Bronze
77109,Kim Tae-Gyun,,,,South Korea,,,,2000,,,Baseball,,Bronze
77110,Orestes Kindelán,,,,Cuba,,,,2000,,,Baseball,,Silver
77111,Mike Kinkade,,,,United States,,,,2000,,,Baseball,,Gold
77112,Rick Krivda,,,,United States,,,,2000,,,Baseball,,Gold
77113,Pedro Luis Lazo,,,,Cuba,,,,2000,,,Baseball,,Silver
77114,Lee Byeong-Gyu,,,,South Korea,,,,2000,,,Baseball,,Bronze
77115,Lee Seung-Ho,,,,South Korea,,,,2000,,,Baseball,,Bronze
77116,Lee Seung-Yeop,,,,South Korea,,,,2000,,,Baseball,,Bronze
77117,Omar Linares,,,,Cuba,,,,2000,,,Baseball,,Silver
77118,Oscar Macias,,,,Cuba,,,,2000,,,Baseball,,Silver
77119,Juan Manrique,,,,Cuba,,,,2000,,,Baseball,,Silver
77120,Javier Méndez,,,,Cuba,,,,2000,,,Baseball,,Silver
77121,Rolando Meriño,,,,Cuba,,,,2000,,,Baseball,,Silver
77122,Germán Mesa,,,,Cuba,,,,2000,,,Baseball,,Silver
77123,Doug Mientkiewicz,,,,United States,,,,2000,,,Baseball,,Gold
77124,Mike Neill,,,,United States,,,,2000,,,Baseball,,Gold
77125,Roy Oswalt,,,,United States,,,,2000,,,Baseball,,Gold
77126,Antonio Pacheco,,,,Cuba,,,,2000,,,Baseball,,Silver
77127,Park Gyeong-Wan,,,,South Korea,,,,2000,,,Baseball,,Bronze
77128,Park Jae-Hong,,,,South Korea,,,,2000,,,Baseball,,Bronze
77129,Park Jin-Man,,,,South Korea,,,,2000,,,Baseball,,Bronze
77130,Park Jong-Ho,,,,South Korea,,,,2000,,,Baseball,,Bronze
77131,Park Seok-Jin,,,,South Korea,,,,2000,,,Baseball,,Bronze
77132,Ariel Pestano,,,,Cuba,,,,2000,,,Baseball,,Silver
77133,Gabriel Pierre,,,,Cuba,,,,2000,,,Baseball,,Silver
77134,Jon Rauch,,,,United States,,,,2000,,,Baseball,,Gold
77135,Maels Rodríguez,,,,Cuba,,,,2000,,,Baseball,,Silver
77136,Anthony Sanders,,,,United States,,,,2000,,,Baseball,,Gold
77137,Antonio Scull,,,,Cuba,,,,2000,,,Baseball,,Silver
77138,Bobby Seay,,,,United States,,,,2000,,,Baseball,,Gold
77139,Ben Sheets,,,,United States,,,,2000,,,Baseball,,Gold
77140,Son Min-Han,,,,South Korea,,,,2000,,,Baseball,,Bronze
77141,Song Jin-U,,,,South Korea,,,,2000,,,Baseball,,Bronze
77142,Luis Ulacia,,,,Cuba,,,,2000,,,Baseball,,Silver
77143,Lazaro Valle,,,,Cuba,,,,2000,,,Baseball,,Silver
77144,Norge Luis Vera,,,,Cuba,,,,2000,,,Baseball,,Silver
77145,Brad Wilkerson,,,,United States,,,,2000,,,Baseball,,Gold
77146,Todd Williams,,,,United States,,,,2000,,,Baseball,,Gold
77147,Ernie Young,,,,United States,,,,2000,,,Baseball,,Gold
77148,Tim Young,,,,United States,,,,2000,,,Baseball,,Gold
77149,Nicola Adams,,,,Great Britain,,,,2012,,,Boxing,,Gold
77150,Misha Aloyan,,,,Russia,,,,2012,,,Boxing,,Bronze
77151,Lázaro Álvarez,,,,Cuba,,,,2012,,,Boxing,,Bronze
77152,Adriana Araújo,,,,Brazil,,,,2012,,,Boxing,,Bronze
77153,Abbos Atayev,,,,Uzbekistan,,,,2012,,,Boxing,,Bronze
77154,David Ayrapetyan,,,,Russia,,,,2012,,,Boxing,,Bronze
77155,Paddy Barnes,,,,Ireland,,,,2012,,,Boxing,,Bronze
77156,Denys Berinchyk,,,,Ukraine,,,,2012,,,Boxing,,Silver
77157,Roberto Cammarelle,,,,Italy,,,,2012,,,Boxing,,Silver
77158,Luke Campbell,,,,Great Britain,,,,2012,,,Boxing,,Gold
77159,Mavzuna Choriyeva,,,,Tajikistan,,,,2012,,,Boxing,,Bronze
77160,Michael Conlan,,,,Ireland,,,,2012,,,Boxing,,Bronze
77161,Ivan Dychko,,,,Kazakhstan,,,,2012,,,Boxing,,Bronze
77162,Marlen Esparza,,,,United States,,,,2012,,,Boxing,,Bronze
77163,Fred Evans,,,,Great Britain,,,,2012,,,Boxing,,Silver
77164,Esquiva Florentino,,,,Brazil,,,,2012,,,Boxing,,Silver
77165,Yamaguchi Florentino,,,,Brazil,,,,2012,,,Boxing,,Bronze
77166,Han Sun-Cheol,,,,South Korea,,,,2012,,,Boxing,,Silver
77167,Oleksandr Hvozdyk,,,,Ukraine,,,,2012,,,Boxing,,Bronze
77168,Roniel Iglesias,,,,Cuba,,,,2012,,,Boxing,,Gold
77169,Anthony Joshua,,,,Great Britain,,,,2012,,,Boxing,,Gold
77170,M. C. Mary Kom,,,,India,,,,2012,,,Boxing,,Bronze
77171,Li Jinzi,,,,China,,,,2012,,,Boxing,,Bronze
77172,Vasyl Lomachenko,,,,Ukraine,,,,2012,,,Boxing,,Gold
77173,Vincenzo Mangiacapre,,,,Italy,,,,2012,,,Boxing,,Bronze
77174,Yegor Mekhontsev,,,,Russia,,,,2012,,,Boxing,,Gold
77175,Ryota Murata,,,,Japan,,,,2012,,,Boxing,,Gold
77176,M?h?mm?dr?sul M?cidov,,,,Azerbaijan,,,,2012,,,Boxing,,Bronze
77177,Teymur M?mm?dov,,,,Azerbaijan,,,,2012,,,Boxing,,Bronze
77178,John Joe Nevin,,,,Ireland,,,,2012,,,Boxing,,Silver
77179,Adilbek Niyazymbetov,,,,Kazakhstan,,,,2012,,,Boxing,,Silver
77180,Nyambayaryn Tögstsogt,,,,Mongolia,,,,2012,,,Boxing,,Silver
77181,Sofya Ochigava,,,,Russia,,,,2012,,,Boxing,,Silver
77182,Anthony Ogogo,,,,Great Britain,,,,2012,,,Boxing,,Bronze
77183,Evaldas Petrauskas,,,,Lithuania,,,,2012,,,Boxing,,Bronze
77184,Kaeo Pongprayoon,,,,Thailand,,,,2012,,,Boxing,,Silver
77185,Tervel Pulev,,,,Bulgaria,,,,2012,,,Boxing,,Bronze
77186,Robeisy Ramírez,,,,Cuba,,,,2012,,,Boxing,,Gold
77187,Ren Cancan,,,,China,,,,2012,,,Boxing,,Silver
77188,Clemente Russo,,,,Italy,,,,2012,,,Boxing,,Silver
77189,Serik Sapiyev,,,,Kazakhstan,,,,2012,,,Boxing,,Gold
77190,Taras Shelestiuk,,,,Ukraine,,,,2012,,,Boxing,,Bronze
77191,Claressa Shields,,,,United States,,,,2012,,,Boxing,,Gold
77192,Satoshi Shimizu,,,,Japan,,,,2012,,,Boxing,,Bronze
77193,Katie Taylor,,,,Ireland,,,,2012,,,Boxing,,Gold
77194,Yasnier Toledo,,,,Cuba,,,,2012,,,Boxing,,Bronze
77195,Nadezhda Torlopova,,,,Russia,,,,2012,,,Boxing,,Silver
77196,Uranchimegiin Mönkh-Erdene,,,,Mongolia,,,,2012,,,Boxing,,Bronze
77197,Oleksandr Usik,,,,Ukraine,,,,2012,,,Boxing,,Gold
77198,Marina Volnova,,,,Kazakhstan,,,,2012,,,Boxing,,Bronze
77199,Andrey Zamkovoy,,,,Russia,,,,2012,,,Boxing,,Bronze
77200,Zou Shiming,,,,China,,,,2012,,,Boxing,,Gold
77201,Osmay Acosta,,,,Cuba,,,,2008,,,Boxing,,Bronze
77202,Georgiy Balakshin,,,,Russia,,,,2008,,,Boxing,,Bronze
77203,Carlos Banteux,,,,Cuba,,,,2008,,,Boxing,,Silver
77204,Paddy Barnes,,,,Ireland,,,,2008,,,Boxing,,Bronze
77205,Manus Boonjumnong,,,,Thailand,,,,2008,,,Boxing,,Silver
77206,Roberto Cammarelle,,,,Italy,,,,2008,,,Boxing,,Gold
77207,Rakhim Chakhkiyev,,,,Russia,,,,2008,,,Boxing,,Gold
77208,Emilio Correa Jr.,,,,Cuba,,,,2008,,,Boxing,,Silver
77209,James DeGale,,,,Great Britain,,,,2008,,,Boxing,,Gold
77210,Félix Díaz,,,,Dominican Republic,,,,2008,,,Boxing,,Gold
77211,Khédafi Djelkhir,,,,France,,,,2008,,,Boxing,,Silver
77212,Kenny Egan,,,,Ireland,,,,2008,,,Boxing,,Silver
77213,Enkhbatyn Badar-Uugan,,,,Mongolia,,,,2008,,,Boxing,,Gold
77214,Vaeceslav Gojan,,,,Moldova,,,,2008,,,Boxing,,Bronze
77215,Hanati Silamu,,,,China,,,,2008,,,Boxing,,Bronze
77216,Yampier Hernández,,,,Cuba,,,,2008,,,Boxing,,Bronze
77217,V'iacheslav Hlazkov,,,,Ukraine,,,,2008,,,Boxing,,Bronze
77218,Roniel Iglesias,,,,Cuba,,,,2008,,,Boxing,,Bronze
77219,Sahin Imranov,,,,Azerbaijan,,,,2008,,,Boxing,,Bronze
77220,Hrachik Javakhyan,,,,Armenia,,,,2008,,,Boxing,,Bronze
77221,Tony Jeffries,,,,Great Britain,,,,2008,,,Boxing,,Bronze
77222,Somjit Jongjohor,,,,Thailand,,,,2008,,,Boxing,,Gold
77223,Bruno Julie,,,,Mauritius,,,,2008,,,Boxing,,Bronze
77224,Yakup Kiliç,,,,Turkey,,,,2008,,,Boxing,,Bronze
77225,Kim Jeong-Ju,,,,South Korea,,,,2008,,,Boxing,,Bronze
77226,Andry Laffita,,,,Cuba,,,,2008,,,Boxing,,Silver
77227,Yankiel León,,,,Cuba,,,,2008,,,Boxing,,Silver
77228,Vasyl Lomachenko,,,,Ukraine,,,,2008,,,Boxing,,Gold
77229,Vincenzo Picardi,,,,Italy,,,,2008,,,Boxing,,Bronze
77230,David Price,,,,Great Britain,,,,2008,,,Boxing,,Bronze
77231,Pürevdorjin Serdamba,,,,Mongolia,,,,2008,,,Boxing,,Silver
77232,Clemente Russo,,,,Italy,,,,2008,,,Boxing,,Silver
77233,Bakhyt Sarsekbayev,,,,Kazakhstan,,,,2008,,,Boxing,,Gold
77234,Yerkebulan Shynaliyev,,,,Kazakhstan,,,,2008,,,Boxing,,Bronze
77235,Vijender Singh,,,,India,,,,2008,,,Boxing,,Bronze
77236,Daouda Sow,,,,France,,,,2008,,,Boxing,,Silver
77237,Darren Sutherland,,,,Ireland,,,,2008,,,Boxing,,Bronze
77238,Aleksey Tishchenko,,,,Russia,,,,2008,,,Boxing,,Gold
77239,Yordenis Ugás,,,,Cuba,,,,2008,,,Boxing,,Bronze
77240,Alexis Vastine,,,,France,,,,2008,,,Boxing,,Bronze
77241,Deontay Wilder,,,,United States,,,,2008,,,Boxing,,Bronze
77242,Zhang Xiaoping,,,,China,,,,2008,,,Boxing,,Gold
77243,Zhang Zhilei,,,,China,,,,2008,,,Boxing,,Silver
77244,Zou Shiming,,,,China,,,,2008,,,Boxing,,Gold
77245,Mohamed Aly,,,,Egypt,,,,2004,,,Boxing,,Silver
77246,Lorenzo Aragon,,,,Cuba,,,,2004,,,Boxing,,Silver
77247,Magomed Aripgadzhiyev,,,,Belarus,,,,2004,,,Boxing,,Silver
77248,Bakhtiyar Artayev,,,,Kazakhstan,,,,2004,,,Boxing,,Gold
77249,Fuad Aslanov,,,,Azerbaijan,,,,2004,,,Boxing,,Bronze
77250,Yan Barthelemí,,,,Cuba,,,,2004,,,Boxing,,Gold
77251,Manus Boonjumnong,,,,Thailand,,,,2004,,,Boxing,,Gold
77252,Roberto Cammarelle,,,,Italy,,,,2004,,,Boxing,,Bronze
77253,Andre Dirrell,,,,United States,,,,2004,,,Boxing,,Bronze
77254,Mohamed El-Sayed,,,,Egypt,,,,2004,,,Boxing,,Bronze
77255,Naser El-Shami,,,,Syria,,,,2004,,,Boxing,,Bronze
77256,Yuriorkis Gamboa,,,,Cuba,,,,2004,,,Boxing,,Gold
77257,Gaydarbek Gaydarbekov,,,,Russia,,,,2004,,,Boxing,,Gold
77258,Boris Georgiev,,,,Bulgaria,,,,2004,,,Boxing,,Bronze
77259,Ionut Gheorghe,,,,Romania,,,,2004,,,Boxing,,Bronze
77260,Gennady Golovkin,,,,Kazakhstan,,,,2004,,,Boxing,,Silver
