,Name,Age,Height,Weight,Team,Sex,NOC,Games,Year,Season,City,Sport,Event,Medal
8527,Knut Tore Apeland,25.0,174.0,67.0,Norway,M,NOR,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Men's Team,Silver
8530,"Hermann ""Armand"" Apell",23.0,0.0,50.0,France,M,FRA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Flyweight,Silver
8546,Angelica Aposteanu (Chertic-),25.0,175.0,67.0,Romania,F,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
8547,Chira Irina Apostol (-Stoian),24.0,180.0,78.0,Romania,F,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Gold
8573,Stoyan Ivanov Apostolov,26.0,170.0,69.0,Bulgaria,M,BUL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
8588,"Gabriele Marion ""Gaby"" Appel (-Reimann)",26.0,154.0,49.0,West Germany,F,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Silver
8596,Tessa Appeldoorn,27.0,177.0,71.0,Netherlands,F,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
8605,Emilia Elisabeth Appelqvist,26.0,168.0,65.0,Sweden,F,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
8613,Ingo Appelt,30.0,182.0,86.0,Austria-1,M,AUT,1992 Winter,1992,Winter,Albertville,Bobsleigh,Bobsleigh Men's Four,Gold
8626,"William Reuben ""Willie"" Applegarth",21.0,170.0,59.0,Great Britain,M,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 200 metres,Bronze
8627,"William Reuben ""Willie"" Applegarth",21.0,170.0,59.0,Great Britain,M,GBR,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
8628,Lloyd Otto Appleton,22.0,0.0,0.0,United States,M,USA,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
8634,Gillian Mary Apps,22.0,180.0,80.0,Canada,F,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
8635,Gillian Mary Apps,26.0,180.0,80.0,Canada,F,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
8636,Gillian Mary Apps,30.0,180.0,80.0,Canada,F,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
8652,Vladimer Aptsiauri,26.0,170.0,72.0,Soviet Union,M,URS,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",Gold
8661,Javier Ignacio Aquino Carmona,22.0,165.0,62.0,Mexico,M,MEX,2012 Summer,2012,Summer,London,Football,Football Men's Football,Gold
8668,Reyhan Arabacolu,21.0,170.0,77.0,Turkey,M,TUR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middleweight,Bronze
8674,Claude Henri Ferdinand Dalmas Arabo,27.0,178.0,73.0,France,M,FRA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Individual",Silver
8678,Patricio Arabolaza Aramburu,27.0,0.0,0.0,Spain,M,ESP,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
8686,Yael Arad,25.0,0.0,0.0,Israel,F,ISR,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Half-Middleweight,Silver
8688,Lajos Aradi (Kmetyk),28.0,0.0,0.0,Hungary,M,HUN,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Silver
8700,Lorenzo Aragon Armenteros,30.0,163.0,69.0,Cuba,M,CUB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,Silver
8701,Yosvany Aragn Rodrguez,26.0,186.0,92.0,Cuba,M,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
8703,Hirooki Arai,28.0,180.0,62.0,Japan,M,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Bronze
8705,Masao Arai,27.0,164.0,64.0,Japan,M,JPN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
8708,Nobuo Arai,0.0,0.0,0.0,Japan,M,JPN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
8713,Shigeo Arai,19.0,0.0,0.0,Japan,M,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,Bronze
8714,Shigeo Arai,19.0,0.0,0.0,Japan,M,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
8730,Shizuka Arakawa,24.0,164.0,50.0,Japan,F,JPN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,Gold
8734,Erika Araki,27.0,186.0,78.0,Japan,F,JPN,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Bronze
8745,Yuko Arakida,22.0,173.0,67.0,Japan,F,JPN,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Gold
8826,Daniel Aranzubia Aguado,20.0,184.0,75.0,Spain,M,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
8827,Ren Araou,21.0,178.0,98.0,France,M,FRA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
8834,Franjo Arapovi,23.0,211.0,120.0,Yugoslavia,M,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Silver
8835,Franjo Arapovi,27.0,211.0,120.0,Croatia,M,CRO,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver
8850,Magomedkhan Suleymanovich Aratsilov,29.0,180.0,82.0,Soviet Union,M,URS,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
8851,Adriana dos Santos Arajo,30.0,167.0,60.0,Brazil,F,BRA,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Lightweight,Bronze
8853,Alexandra Araujo,32.0,167.0,67.0,Italy,F,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
8878,Rodica Arba-Pucatu,18.0,179.0,75.0,Romania,F,ROU,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Bronze
8879,Rodica Arba-Pucatu,22.0,179.0,75.0,Romania,F,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Gold
8880,Rodica Arba-Pucatu,26.0,179.0,75.0,Romania,F,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxless Pairs,Gold
8881,Rodica Arba-Pucatu,26.0,179.0,75.0,Romania,F,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver
8910,Eduard Arbs Borras,25.0,174.0,70.0,Spain,M,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
8913,Jaime Arbs Serra,28.0,170.0,64.0,Spain,M,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
8917,Juan Arbs Perarnau,27.0,170.0,72.0,Spain,M,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver
8927,Anelija Arbutina (-arenac),21.0,178.0,68.0,Yugoslavia,F,YUG,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Silver
8940,Fernando Arcega Aperte,23.0,204.0,96.0,Spain,M,ESP,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Silver
8947,Archenoul,0.0,0.0,0.0,France,M,FRA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Silver
8952,"John ""Jack"" Archer",26.0,0.0,0.0,Great Britain,M,GBR,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
8953,"Alexander ""Sandy"" Archer",25.0,180.0,71.0,Great Britain,M,GBR,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
8956,Simon David Archer,27.0,189.0,86.0,Great Britain-2,M,GBR,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Mixed Doubles,Bronze
8961,"David John ""Dave"" Archibald",22.0,187.0,88.0,Canada,M,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
8964,"Edward Blake ""Ed"" Archibald",24.0,182.0,77.0,Canada,M,CAN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Pole Vault,Bronze
8966,"Jeffrey Victor ""Jeff"" Archibald",24.0,177.0,68.0,New Zealand,M,NZL,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Gold
8969,Katie Louise Archibald,22.0,178.0,70.0,Great Britain,F,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
8982,Angelo Arcidiacono,20.0,174.0,74.0,Italy,M,ITA,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Sabre, Team",Silver
8983,Angelo Arcidiacono,28.0,174.0,74.0,Italy,M,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Gold
9004,Daphne Arden (-Slater),22.0,167.0,60.0,Great Britain,F,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
9026,"Ermenegildo ""Gildo"" Arena",27.0,0.0,0.0,Italy,M,ITA,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
9027,"Ermenegildo ""Gildo"" Arena",31.0,0.0,0.0,Italy,M,ITA,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,Bronze
9043,Yordanis Arencibia Verdecia,24.0,167.0,66.0,Cuba,M,CUB,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,Bronze
9044,Yordanis Arencibia Verdecia,28.0,167.0,66.0,Cuba,M,CUB,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,Bronze
9045,Dieter Arend,21.0,0.0,0.0,Germany,M,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
9074,Charles Archer Arentz,41.0,180.0,0.0,Mosk II,M,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 10 metres,Gold
9094,Paul Arets,0.0,0.0,0.0,Belgium,M,BEL,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
9123,Alessandro Argenton,27.0,172.0,63.0,Italy,M,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
9126,Alessandro Argenton,35.0,172.0,63.0,Italy,M,ITA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
9138,Joahnys Oscar Argilagos Prez,19.0,152.0,49.0,Cuba,M,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze
9143,"Edwin Yancey ""Eddie"" Argo",36.0,0.0,0.0,United States,M,USA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
9159,Antonius Budi Ariantho,24.0,170.0,66.0,Indonesia-1,M,INA,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Men's Doubles,Bronze
9193,"Marcus Mills Pomeroy ""Mark"" Arie",38.0,0.0,0.0,United States,M,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,Shooting Men's Trap,Gold
9194,"Marcus Mills Pomeroy ""Mark"" Arie",38.0,0.0,0.0,United States,M,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Trap, Team",Gold
9197,Luigi Arienti,23.0,168.0,65.0,Italy,M,ITA,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
9211,Yuko Arimori (-Wilson),25.0,166.0,47.0,Japan,F,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's Marathon,Silver
9212,Yuko Arimori (-Wilson),29.0,166.0,47.0,Japan,F,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Marathon,Bronze
9226,Magomed Davudovich Aripgadzhiyev,26.0,185.0,81.0,Belarus,M,BLR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,Silver
9232,Pedro Arispe,23.0,0.0,0.0,Uruguay,M,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold
9233,Pedro Arispe,27.0,0.0,0.0,Uruguay,M,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold
9260,William Peixoto Arjona,37.0,186.0,78.0,Brazil,M,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
9274,Anna Valeryevna Arkhipova,31.0,176.0,63.0,Russia,F,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
9285,Vasyl Albertovych Arkhypenko,23.0,178.0,65.0,Soviet Union,M,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,Silver
9300,Tobias Arlt,26.0,178.0,77.0,Germany-1,M,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,Gold
9301,Tobias Arlt,26.0,178.0,77.0,Germany,M,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Gold
9312,Mario Armano,21.0,180.0,85.0,Italy-1,M,ITA,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,Gold
9317,Dumitru Armel,0.0,0.0,0.0,Romania,M,ROU,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Bronze
9318,Mihaela Armescu,20.0,180.0,74.0,Romania,F,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
9319,Mihaela Armescu,25.0,180.0,74.0,Romania,F,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Bronze
9320,Mihaela Armescu,25.0,180.0,74.0,Romania,F,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver
9321,Barbara Armbrust,20.0,180.0,79.0,Canada,F,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Silver
9357,"Heather Joy Armitage (-Young, -McClelland)",19.0,171.0,64.0,Great Britain,F,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
9360,"Heather Joy Armitage (-Young, -McClelland)",23.0,171.0,64.0,Great Britain,F,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
9361,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",23.0,168.0,55.0,Great Britain,F,GBR,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Silver
9374,"Raymond Richard ""Ray"" Armstead",24.0,187.0,76.0,United States,M,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
9376,Aaron Nigel Armstrong,30.0,173.0,70.0,Trinidad and Tobago,M,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
9381,"Elizabeth ""Betsey"" Armstrong",25.0,188.0,77.0,United States,F,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver
9382,"Elizabeth ""Betsey"" Armstrong",29.0,188.0,77.0,United States,F,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
9383,Charles Ewing Armstrong,22.0,0.0,0.0,Vesper Boat Club,M,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxed Eights,Gold
9390,"Debra Rae ""Debbie"" Armstrong",20.0,165.0,62.0,United States,F,USA,1984 Winter,1984,Winter,Sarajevo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
9394,Duncan John D'Arcy Armstrong,20.0,187.0,74.0,Australia,M,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,Gold
9395,Duncan John D'Arcy Armstrong,20.0,187.0,74.0,Australia,M,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Silver
9398,Dylan Armstrong,27.0,190.0,125.0,Canada,M,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,Bronze
9400,Beatrice Eileen Armstrong (-Purdy),26.0,0.0,0.0,Great Britain,F,GBR,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Women's Plain High,Silver
9405,"Jennifer Margaret ""Jenny"" Armstrong",30.0,171.0,59.0,Australia,F,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold
9408,"James Michael ""Jim"" Armstrong",31.0,0.0,0.0,Australia,M,AUS,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
9413,Kristin Ann Armstrong (-Savola),34.0,173.0,58.0,United States,F,USA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,Gold
9415,Kristin Ann Armstrong (-Savola),38.0,173.0,58.0,United States,F,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Gold
9417,Kristin Ann Armstrong (-Savola),42.0,173.0,58.0,United States,F,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold
9432,"Michel Taylor ""Tate"" Armstrong",20.0,190.0,77.0,United States,M,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
9453,Jorge Jordi Arnau Creus,26.0,170.0,66.0,Spain,M,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
9455,"Javier ""Xavi"" Arnau Creus",23.0,176.0,76.0,Spain,M,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Silver
9463,Zlatan Arnautovi,27.0,194.0,93.0,Yugoslavia,M,YUG,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,Gold
9469,Horst Arndt,22.0,0.0,0.0,Germany,M,GER,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Silver
9471,Judith Arndt,19.0,173.0,59.0,Germany,F,GER,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze
9476,Judith Arndt,28.0,173.0,59.0,Germany,F,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",Silver
9481,Judith Arndt,36.0,173.0,59.0,Germany,F,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Silver
9490,Eva Johanne Arndt-Riise,28.0,0.0,0.0,Denmark,F,DEN,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
9492,Tor Birger Arneberg,23.0,183.0,0.0,Elisabeth X,M,NOR,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed 6 metres,Silver
9494,Raul Arnemann,23.0,186.0,82.0,Soviet Union,M,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Bronze
9501,Jay Joseph Hoyland Arnette,21.0,188.0,79.0,United States,M,USA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Gold
9506,Albert Stephan Arnheiter,21.0,0.0,0.0,Ludwigshafener Ruderverein,M,GER,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Outriggers",Gold
9512,Clemens Arnold,25.0,183.0,87.0,Germany,M,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
9513,"Donald John ""Don"" Arnold",21.0,178.0,83.0,Canada,M,CAN,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,Gold
9514,"Donald John ""Don"" Arnold",25.0,178.0,83.0,Canada,M,CAN,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Silver
9527,Karl Arnold,0.0,0.0,0.0,Germany,M,GER,1906 Summer,1906,Summer,Athina,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
9539,Thomas Alfred Arnold,22.0,0.0,0.0,Great Britain-1,M,GBR,1924 Winter,1924,Winter,Chamonix,Bobsleigh,Bobsleigh Men's Four/Five,Silver
9541,Virginie Arnold,28.0,155.0,50.0,France,F,FRA,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Bronze
9567,Fernand Clment Arnout,28.0,0.0,0.0,France,M,FRA,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Lightweight,Bronze
9570,Emilie Hegh Arntzen,22.0,183.0,78.0,Norway,F,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
9593,Ivar Mauritz Aronsson,28.0,0.0,0.0,Sweden,M,SWE,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,Silver
9630,Mariano Arrate Esnaola,27.0,0.0,0.0,Spain,M,ESP,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
9642,Juan Pedro Arremn,29.0,0.0,0.0,Uruguay,M,URU,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Gold
9645,Jordi Arrese Casta,27.0,175.0,74.0,Spain,M,ESP,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Singles,Silver
9647,"Valeriano Pompeo Maurizio ""Valerio"" Arri",27.0,0.0,0.0,Italy,M,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Marathon,Bronze
9664,"Jacob Joseph ""Jake"" Arrieta",22.0,193.0,102.0,United States,M,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
9675,Luis Rolando Arrojo vila,24.0,193.0,100.0,Cuba,M,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold
9682,Christine Arron,30.0,177.0,64.0,France,F,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
9684,Ins Arrondo,22.0,167.0,58.0,Argentina,F,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
9685,Ins Arrondo,26.0,167.0,58.0,Argentina,F,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
9714,Francisco Esteban Arru Pardo,23.0,169.0,64.0,Chile,M,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
9716,Israil Magomedgireyevich Arsamakov,26.0,169.0,85.0,Soviet Union,M,URS,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
9722,"Samantha ""Sam"" Arsenault (-Livingstone)",18.0,178.0,69.0,United States,F,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
9747,Abas Arslanagi,27.0,189.0,97.0,Yugoslavia,M,YUG,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,Gold
9772,Yevgeniya Viktorovna Artamonova-Estes,17.0,191.0,75.0,Unified Team,F,EUN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Silver
9774,Yevgeniya Viktorovna Artamonova-Estes,25.0,191.0,75.0,Russia,F,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
9775,Yevgeniya Viktorovna Artamonova-Estes,29.0,191.0,75.0,Russia,F,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
9779,Bakhtiyar Garifulayevich Artayev,21.0,183.0,75.0,Kazakhstan,M,KAZ,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,Gold
9793,"Alexander Vladimirovich ""Sasha"" Artemev",22.0,168.0,0.0,United States,M,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Bronze
9803,Olga Dmitriyevna Arteshina,21.0,191.0,78.0,Russia,F,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
9813,"John Duncan ""Johnny"" Arthur",18.0,0.0,0.0,South Africa,M,RSA,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,Bronze
9820,Alexandre Charles Georges Henri Arthus,36.0,0.0,0.0,Guyoni,M,FRA,1908 Summer,1908,Summer,London,Sailing,Sailing Mixed 6 metres,Bronze
9823,douard Jos Artigas,42.0,0.0,0.0,France,M,FRA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Gold
9840,Juan Ramn Gregorio Artola Letamenda,24.0,0.0,0.0,Spain,M,ESP,1920 Summer,1920,Summer,Antwerpen,Football,Football Men's Football,Silver
9845,Sedat Artu,28.0,162.0,56.0,Turkey,M,TUR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Bantamweight,Bronze
9855,Vladimir Nikolayevich Artyomov,23.0,167.0,63.0,Soviet Union,M,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,Gold
9856,Vladimir Nikolayevich Artyomov,23.0,167.0,63.0,Soviet Union,M,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Gold
9857,Vladimir Nikolayevich Artyomov,23.0,167.0,63.0,Soviet Union,M,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,Silver
9859,Vladimir Nikolayevich Artyomov,23.0,167.0,63.0,Soviet Union,M,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,Gold
9860,Vladimir Nikolayevich Artyomov,23.0,167.0,63.0,Soviet Union,M,URS,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
9895,Migran Arutyunyan,27.0,166.0,67.0,Armenia,M,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
9915,Pr Johan Arvidsson,20.0,183.0,74.0,Sweden,M,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,Gold
9918,Per-Olof Arvidsson,43.0,0.0,0.0,Sweden,M,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver
9923,Per-Olof Arvidsson,47.0,0.0,0.0,Sweden,M,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
9931,Skinnar Lars-Gran Arwidson,21.0,180.0,71.0,Sweden,M,SWE,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
